visit_id,customer_id,service_date,service_type,technician_name,issue_found,followup_required,visit_value,notes
VIS-30204,CUST-0221,2026-03-21,monthly_maintenance,Luis Mendez,filter sock clogged,true,36,service visit should feel routine and stabilize the account
VIS-30205,CUST-0221,2026-04-13,monthly_maintenance,Rosa Kim,filter sock clogged,true,132,service visit should feel routine and stabilize the account
VIS-30206,CUST-0222,2025-11-04,monthly_maintenance,Nora Bell,sump evaporation swings,false,90,service visit should feel routine and stabilize the account
VIS-30207,CUST-0223,2025-11-16,monthly_maintenance,Nora Bell,sump evaporation swings,true,68,service visit should feel routine and stabilize the account
VIS-30208,CUST-0223,2026-02-05,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,90,service visit should feel routine and stabilize the account
VIS-30209,CUST-0224,2025-11-17,monthly_maintenance,Mei Chen,sump evaporation swings,false,42,service visit should feel routine and stabilize the account
VIS-30210,CUST-0224,2026-01-25,monthly_maintenance,Ari Patel,feeding schedule drifted between staff,true,16,service visit should feel routine and stabilize the account
VIS-30211,CUST-0225,2025-11-25,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,false,128,service visit should feel routine and stabilize the account
VIS-30212,CUST-0225,2025-11-30,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,48,service visit should feel routine and stabilize the account
VIS-30213,CUST-0225,2025-12-12,monthly_maintenance,Mei Chen,filter sock clogged,false,84,service visit should feel routine and stabilize the account
VIS-30214,CUST-0226,2026-03-09,monthly_maintenance,Luis Mendez,filter sock clogged,true,90,service visit should feel routine and stabilize the account
VIS-30215,CUST-0227,2025-11-30,monthly_maintenance,Nora Bell,sump evaporation swings,false,90,service visit should feel routine and stabilize the account
VIS-30216,CUST-0228,2026-01-24,monthly_maintenance,Nora Bell,top-off reservoir running dry,true,95,service visit should feel routine and stabilize the account
VIS-30217,CUST-0229,2026-03-06,monthly_maintenance,Mei Chen,filter sock clogged,false,149,service visit should feel routine and stabilize the account
VIS-30218,CUST-0229,2026-04-28,monthly_maintenance,Rosa Kim,filter sock clogged,true,48,service visit should feel routine and stabilize the account
VIS-30219,CUST-0230,2026-05-09,monthly_maintenance,Ari Patel,sump evaporation swings,true,48,service visit should feel routine and stabilize the account
VIS-30220,CUST-0231,2026-01-29,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,78,service visit should feel routine and stabilize the account
VIS-30221,CUST-0232,2026-01-27,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,true,48,service visit should feel routine and stabilize the account
VIS-30222,CUST-0232,2026-02-26,monthly_maintenance,Luis Mendez,sump evaporation swings,false,189,service visit should feel routine and stabilize the account
VIS-30223,CUST-0233,2026-04-19,monthly_maintenance,Ari Patel,top-off reservoir running dry,false,90,service visit should feel routine and stabilize the account
VIS-30224,CUST-0234,2025-11-05,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,90,service visit should feel routine and stabilize the account
VIS-30225,CUST-0234,2026-03-14,monthly_maintenance,Ari Patel,filter sock clogged,true,42,service visit should feel routine and stabilize the account
VIS-30226,CUST-0234,2026-04-10,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,48,service visit should feel routine and stabilize the account
VIS-30227,CUST-0235,2025-12-15,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,68,service visit should feel routine and stabilize the account
VIS-30228,CUST-0236,2026-02-14,monthly_maintenance,Luis Mendez,top-off reservoir running dry,true,90,service visit should feel routine and stabilize the account
VIS-30229,CUST-0236,2026-04-19,monthly_maintenance,Luis Mendez,filter sock clogged,false,42,service visit should feel routine and stabilize the account
VIS-30230,CUST-0237,2025-11-02,monthly_maintenance,Mei Chen,sump evaporation swings,false,36,service visit should feel routine and stabilize the account
VIS-30231,CUST-0237,2026-02-21,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,68,service visit should feel routine and stabilize the account
VIS-30232,CUST-0240,2026-01-06,monthly_maintenance,Nora Bell,top-off reservoir running dry,false,48,service visit should feel routine and stabilize the account
VIS-30233,CUST-0240,2026-01-12,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,true,90,service visit should feel routine and stabilize the account
VIS-30234,CUST-0240,2026-03-16,monthly_maintenance,Rosa Kim,top-off reservoir running dry,false,36,service visit should feel routine and stabilize the account
VIS-30235,CUST-0240,2026-03-24,monthly_maintenance,Mei Chen,sump evaporation swings,true,189,service visit should feel routine and stabilize the account
VIS-30236,CUST-0241,2026-03-26,monthly_maintenance,Mei Chen,filter sock clogged,false,84,service visit should feel routine and stabilize the account
VIS-30237,CUST-0241,2026-04-02,monthly_maintenance,Ari Patel,filter sock clogged,false,128,service visit should feel routine and stabilize the account
VIS-30238,CUST-0242,2026-02-14,monthly_maintenance,Mei Chen,sump evaporation swings,true,16,service visit should feel routine and stabilize the account
VIS-30239,CUST-0242,2026-05-06,monthly_maintenance,Rosa Kim,filter sock clogged,true,132,service visit should feel routine and stabilize the account
VIS-30240,CUST-0243,2025-11-14,monthly_maintenance,Mei Chen,filter sock clogged,false,16,service visit should feel routine and stabilize the account
VIS-30241,CUST-0243,2026-03-14,monthly_maintenance,Luis Mendez,sump evaporation swings,false,28,service visit should feel routine and stabilize the account
VIS-30242,CUST-0244,2026-04-03,monthly_maintenance,Rosa Kim,sump evaporation swings,false,28,service visit should feel routine and stabilize the account
VIS-30243,CUST-0244,2026-05-06,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,148,service visit should feel routine and stabilize the account
VIS-30244,CUST-0245,2026-02-06,monthly_maintenance,Nora Bell,top-off reservoir running dry,false,90,service visit should feel routine and stabilize the account
VIS-30245,CUST-0246,2025-12-03,monthly_maintenance,Ari Patel,filter sock clogged,false,132,service visit should feel routine and stabilize the account
VIS-30246,CUST-0247,2025-11-02,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,false,62,service visit should feel routine and stabilize the account
VIS-30247,CUST-0247,2025-11-26,monthly_maintenance,Ari Patel,top-off reservoir running dry,false,62,service visit should feel routine and stabilize the account
VIS-30248,CUST-0247,2026-02-17,monthly_maintenance,Ari Patel,sump evaporation swings,false,78,service visit should feel routine and stabilize the account
VIS-30249,CUST-0247,2026-02-24,monthly_maintenance,Rosa Kim,sump evaporation swings,true,34,service visit should feel routine and stabilize the account
VIS-30250,CUST-0247,2026-04-11,monthly_maintenance,Luis Mendez,top-off reservoir running dry,true,18,service visit should feel routine and stabilize the account
VIS-30251,CUST-0248,2025-11-02,monthly_maintenance,Ari Patel,sump evaporation swings,true,18,service visit should feel routine and stabilize the account
VIS-30252,CUST-0249,2025-11-23,monthly_maintenance,Rosa Kim,sump evaporation swings,true,36,service visit should feel routine and stabilize the account
VIS-30253,CUST-0249,2026-05-07,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,false,78,service visit should feel routine and stabilize the account
VIS-30254,CUST-0249,2026-05-11,monthly_maintenance,Luis Mendez,sump evaporation swings,false,68,service visit should feel routine and stabilize the account
VIS-30255,CUST-0250,2025-12-22,monthly_maintenance,Mei Chen,filter sock clogged,true,90,service visit should feel routine and stabilize the account
VIS-30256,CUST-0250,2026-01-13,monthly_maintenance,Luis Mendez,filter sock clogged,false,90,service visit should feel routine and stabilize the account
VIS-30257,CUST-0250,2026-03-03,monthly_maintenance,Ari Patel,sump evaporation swings,false,90,service visit should feel routine and stabilize the account
VIS-30258,CUST-0250,2026-05-04,monthly_maintenance,Nora Bell,top-off reservoir running dry,false,148,service visit should feel routine and stabilize the account
VIS-30259,CUST-0251,2025-12-18,monthly_maintenance,Mei Chen,sump evaporation swings,false,34,service visit should feel routine and stabilize the account
VIS-30260,CUST-0251,2026-03-04,monthly_maintenance,Luis Mendez,filter sock clogged,false,90,service visit should feel routine and stabilize the account
VIS-30261,CUST-0252,2025-11-03,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,false,34,service visit should feel routine and stabilize the account
VIS-30262,CUST-0252,2025-12-19,monthly_maintenance,Rosa Kim,top-off reservoir running dry,false,24,service visit should feel routine and stabilize the account
VIS-30263,CUST-0252,2026-02-05,monthly_maintenance,Nora Bell,filter sock clogged,true,18,service visit should feel routine and stabilize the account
VIS-30264,CUST-0253,2025-12-12,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,84,service visit should feel routine and stabilize the account
VIS-30265,CUST-0254,2025-11-24,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,false,149,service visit should feel routine and stabilize the account
VIS-30266,CUST-0254,2026-03-12,monthly_maintenance,Rosa Kim,top-off reservoir running dry,true,18,service visit should feel routine and stabilize the account
VIS-30267,CUST-0255,2026-02-19,monthly_maintenance,Luis Mendez,filter sock clogged,false,132,service visit should feel routine and stabilize the account
VIS-30268,CUST-0255,2026-04-17,monthly_maintenance,Luis Mendez,sump evaporation swings,true,36,service visit should feel routine and stabilize the account
VIS-30269,CUST-0256,2025-11-06,monthly_maintenance,Nora Bell,top-off reservoir running dry,false,128,service visit should feel routine and stabilize the account
VIS-30270,CUST-0256,2025-12-11,monthly_maintenance,Mei Chen,filter sock clogged,false,128,service visit should feel routine and stabilize the account
VIS-30271,CUST-0256,2025-12-20,monthly_maintenance,Rosa Kim,sump evaporation swings,true,189,service visit should feel routine and stabilize the account
VIS-30272,CUST-0257,2025-12-23,monthly_maintenance,Luis Mendez,filter sock clogged,true,128,service visit should feel routine and stabilize the account
VIS-30273,CUST-0258,2025-12-16,monthly_maintenance,Luis Mendez,filter sock clogged,true,34,service visit should feel routine and stabilize the account
VIS-30274,CUST-0258,2026-01-01,monthly_maintenance,Mei Chen,sump evaporation swings,false,24,service visit should feel routine and stabilize the account
VIS-30275,CUST-0258,2026-02-24,monthly_maintenance,Ari Patel,filter sock clogged,true,54,service visit should feel routine and stabilize the account
VIS-30276,CUST-0259,2025-11-04,monthly_maintenance,Ari Patel,filter sock clogged,true,78,service visit should feel routine and stabilize the account
VIS-30277,CUST-0260,2026-04-04,monthly_maintenance,Luis Mendez,filter sock clogged,false,148,service visit should feel routine and stabilize the account
VIS-30278,CUST-0262,2026-01-12,monthly_maintenance,Rosa Kim,sump evaporation swings,true,36,service visit should feel routine and stabilize the account
VIS-30279,CUST-0262,2026-03-30,monthly_maintenance,Rosa Kim,filter sock clogged,false,132,service visit should feel routine and stabilize the account
VIS-30280,CUST-0263,2026-01-19,monthly_maintenance,Luis Mendez,filter sock clogged,false,189,service visit should feel routine and stabilize the account
VIS-30281,CUST-0263,2026-01-24,monthly_maintenance,Rosa Kim,feeding schedule drifted between staff,true,42,service visit should feel routine and stabilize the account
VIS-30282,CUST-0264,2025-12-20,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,90,service visit should feel routine and stabilize the account
